name,year,month,day,minlat,maxlat,minlon,maxlon,clouds_num,avg_size,mean_temperature,mean_wind_speed,mean_wind_direction,reletive_humidity,vertical_velocity
20190929-8-7-94-93,2019,9,29,-8,-7,-94,-93,2,3293.65625,19.216333007812523,6.5773683,157.92932,81.24979,0.03669163
20190929-8-7-95-94,2019,9,29,-8,-7,-95,-94,7,632.875,19.354486083984398,6.6810384,160.50752,81.105415,0.03370823
20190929-8-7-96-95,2019,9,29,-8,-7,-96,-95,11,245.9375,19.444329833984398,7.4759216,161.75241,82.9926,0.021051979
20190929-9-8-92-91,2019,9,29,-9,-8,-92,-91,2,5763.0625,18.289483642578148,7.158865,159.80907,79.56151,0.036857642
20190929-9-8-93-92,2019,9,29,-9,-8,-93,-92,10,413.15625,18.565240478515648,7.0542564,161.68796,79.74635,0.04197483
20190929-9-8-94-93,2019,9,29,-9,-8,-94,-93,8,595.3125,18.783990478515648,7.0626802,162.57584,79.91401,0.04124241
20190930-15-14-84-83,2019,9,30,-15,-14,-84,-83,8,276.34375,15.169885253906273,6.16041,139.6141,80.291595,0.006195183
20191001-6-5-88-87,2019,10,1,-6,-5,-88,-87,18,240.96875,18.597375488281273,9.510464,121.89535,87.1489,0.030489502
20191001-7-6-88-87,2019,10,1,-7,-6,-88,-87,5,988.4375,18.394891357421898,9.3692465,126.29668,84.794685,0.02093872
20191002-18-17-83-82,2019,10,2,-18,-17,-83,-82,17,249.6875,14.120416259765648,13.582303,141.15858,72.643005,0.02834156
20191002-19-18-83-82,2019,10,2,-19,-18,-83,-82,14,119.21875,13.810083007812523,13.872022,143.30515,72.45457,0.016769296
20191003-13-12-86-85,2019,10,3,-13,-12,-86,-85,7,318.5625,15.863153076171898,10.746585,144.97533,81.552444,0.05178234
20191004-16-15-91-90,2019,10,4,-16,-15,-91,-90,8,594.25,15.739282226562523,15.020197,155.45186,76.85427,0.036074065
20191005-12-11-84-83,2019,10,5,-12,-11,-84,-83,3,276.0,15.587731933593773,12.481205,133.19748,77.335175,0.0110549545
20191005-12-11-85-84,2019,10,5,-12,-11,-85,-84,6,225.53125,15.677178955078148,12.87208,137.79108,78.09502,0.007969017
20191005-12-11-86-85,2019,10,5,-12,-11,-86,-85,21,118.75,15.723199462890648,13.25514,142.4584,78.49955,0.010390892
20191005-12-11-87-86,2019,10,5,-12,-11,-87,-86,28,113.96875,15.872094726562523,13.394278,145.4085,78.490486,0.0026955795
20191005-13-12-83-82,2019,10,5,-13,-12,-83,-82,4,399.15625,14.773522949218773,13.222203,131.31082,76.340485,0.018037377
20191005-13-12-84-83,2019,10,5,-13,-12,-84,-83,14,285.25,14.975091552734398,13.714902,135.66394,77.62236,0.01490261
20191005-13-12-85-84,2019,10,5,-13,-12,-85,-84,22,134.3125,15.145867919921898,13.852619,139.14406,78.50424,0.021162376
20191005-13-12-86-85,2019,10,5,-13,-12,-86,-85,32,69.09375,15.270623779296898,14.2408,142.87486,78.68377,0.02082058
20191005-13-12-87-86,2019,10,5,-13,-12,-87,-86,27,103.6875,15.538903808593773,14.176277,144.81404,77.85971,0.00965847
20191005-13-12-88-87,2019,10,5,-13,-12,-88,-87,36,63.84375,15.831964111328148,14.083683,147.16426,77.61268,0.013017845
20191005-14-13-83-82,2019,10,5,-14,-13,-83,-82,8,312.90625,14.345544433593773,14.445979,133.92374,75.5558,0.03484402
20191005-14-13-84-83,2019,10,5,-14,-13,-84,-83,22,131.65625,14.628289794921898,14.614162,137.97702,77.088455,0.03334011
20191005-14-13-85-84,2019,10,5,-14,-13,-85,-84,21,109.375,14.864129638671898,14.60387,141.05801,77.44924,0.033017844
20191005-14-13-86-85,2019,10,5,-14,-13,-86,-85,25,68.8125,15.051416015625023,14.788061,143.73654,77.71283,0.038506128
20191005-15-14-83-82,2019,10,5,-15,-14,-83,-82,19,144.6875,14.162957763671898,14.7230015,136.38673,73.01768,0.05088894
20191005-15-14-84-83,2019,10,5,-15,-14,-84,-83,18,105.46875,14.485559082031273,14.9532585,139.8141,74.778145,0.047529563
20191005-15-14-85-84,2019,10,5,-15,-14,-85,-84,17,117.375,14.713739013671898,15.027738,143.09097,76.47939,0.046299096
20191005-15-14-86-85,2019,10,5,-15,-14,-86,-85,32,56.4375,14.985559082031273,14.946117,146.29463,76.69205,0.053642847
20191005-16-15-83-82,2019,10,5,-16,-15,-83,-82,22,84.125,13.869927978515648,14.736941,138.26038,71.47064,0.046269797
20191005-16-15-84-83,2019,10,5,-16,-15,-84,-83,16,87.15625,14.156793212890648,14.764088,142.17728,73.25158,0.05898464
20191005-17-16-84-83,2019,10,5,-17,-16,-84,-83,16,99.5625,13.659692382812523,14.74319,144.29106,72.02971,0.046816673
20191005-18-17-88-87,2019,10,5,-18,-17,-88,-87,16,164.21875,14.356408691406273,16.035698,154.49927,75.676735,0.032090113
20191005-19-18-88-87,2019,10,5,-19,-18,-88,-87,21,127.5,13.973138427734398,15.930498,154.87846,74.79252,0.025683861
20191005-19-18-89-88,2019,10,5,-19,-18,-89,-88,14,290.25,14.205712890625023,16.123896,156.04298,75.7858,0.022392845
20191005-19-18-90-89,2019,10,5,-19,-18,-90,-89,20,150.4375,14.450067138671898,16.025406,157.19963,75.895645,0.008681907
20191005-20-19-89-88,2019,10,5,-20,-19,-89,-88,18,225.59375,14.282495117187523,15.493612,155.171,69.85924,0.01356472
20191005-20-19-90-89,2019,10,5,-20,-19,-90,-89,4,183.0625,14.457574462890648,15.429318,156.56343,70.778145,0.004062767
20191005-6-5-83-82,2019,10,5,-6,-5,-83,-82,10,595.34375,16.370782470703148,10.233561,121.92828,93.07049,0.021494407
20191005-6-5-84-83,2019,10,5,-6,-5,-84,-83,23,244.46875,17.385614013671898,10.110614,120.893005,90.14517,0.0018166733
20191005-7-6-83-82,2019,10,5,-7,-6,-83,-82,27,133.875,16.692041015625023,9.56489,124.06907,91.740486,-0.006581764
20191005-7-6-84-83,2019,10,5,-7,-6,-84,-83,34,165.375,17.310479736328148,9.717123,123.82527,89.19705,-0.011845436
20191005-7-6-85-84,2019,10,5,-7,-6,-85,-84,35,105.375,17.480004882812523,9.360884,125.746155,90.3519,0.0028811265
20191005-8-7-83-82,2019,10,5,-8,-7,-83,-82,13,316.0,17.033135986328148,9.910676,123.3267,87.25268,-0.020644264
20191005-8-7-85-84,2019,10,5,-8,-7,-85,-84,9,280.875,17.515863037109398,9.756333,128.82358,86.63564,0.0010647201
20191005-9-8-83-82,2019,10,5,-9,-8,-83,-82,28,163.25,16.797570800781273,9.783668,123.85952,85.83549,-0.015517311
20191005-9-8-85-84,2019,10,5,-9,-8,-85,-84,8,452.125,17.243920898437523,9.845185,130.72247,83.82268,0.0020412826
20191005-9-8-86-85,2019,10,5,-9,-8,-86,-85,19,217.5,17.333978271484398,10.163867,136.0122,84.00924,0.0008889389
20191006-14-13-88-87,2019,10,6,-14,-13,-88,-87,11,71.1875,15.338586425781273,10.801461,161.06964,75.17485,0.01387352
20191006-17-16-95-94,2019,10,6,-17,-16,-95,-94,22,85.28125,16.184686279296898,12.959159,171.3097,71.0161,0.019566879
20191006-18-17-94-93,2019,10,6,-18,-17,-94,-93,18,229.53125,15.769219970703148,13.301941,170.80006,70.91203,0.02595848
20191006-18-17-95-94,2019,10,6,-18,-17,-95,-94,13,147.875,16.182275390625023,13.118313,172.32834,68.33766,0.018790511
20191006-18-17-96-95,2019,10,6,-18,-17,-96,-95,12,202.15625,16.371728515625023,12.836011,173.92499,69.35579,0.020631332
20191006-18-17-97-96,2019,10,6,-18,-17,-97,-96,19,315.5,16.770471191406273,12.784671,176.29395,70.11954,0.023780746
20191006-19-18-95-94,2019,10,6,-19,-18,-95,-94,20,157.625,16.181237792968773,12.958194,175.31258,67.31673,0.02197899
20191006-19-18-96-95,2019,10,6,-19,-18,-96,-95,18,198.3125,16.189141845703148,12.752139,176.5392,69.60985,0.031632308
20191006-19-18-97-96,2019,10,6,-19,-18,-97,-96,17,237.5,16.623284912109398,12.711362,92.11023,69.14688,0.029435044
20191006-20-19-96-95,2019,10,6,-20,-19,-96,-95,11,137.875,16.150628662109398,12.245989,-91.81158,68.96141,0.031119613
20191006-20-19-97-96,2019,10,6,-20,-19,-97,-96,14,222.4375,16.408044433593773,12.392806,-162.33932,69.85516,0.034571763
20191007-10-9-83-82,2019,10,7,-10,-9,-83,-82,12,151.5625,15.665948486328148,8.367585,126.91187,79.90535,0.019802436
20191007-10-9-84-83,2019,10,7,-10,-9,-84,-83,15,174.9375,15.540338134765648,8.242549,130.26187,79.95395,0.02267353
20191007-10-9-85-84,2019,10,7,-10,-9,-85,-84,8,148.875,15.290399169921898,8.023446,135.297,81.59754,0.027785836
20191007-10-9-86-85,2019,10,7,-10,-9,-86,-85,12,95.0625,15.489160156250023,7.582504,140.87323,78.82457,0.026677437
20191007-10-9-87-86,2019,10,7,-10,-9,-87,-86,16,143.40625,15.422753906250023,7.318198,145.9159,78.75457,0.027112007
20191007-10-9-88-87,2019,10,7,-10,-9,-88,-87,8,214.25,15.762689208984398,7.352448,150.36679,76.99832,0.02114521
20191007-10-9-89-88,2019,10,7,-10,-9,-89,-88,13,160.6875,15.914544677734398,7.0580807,153.90411,76.555664,0.014001655
20191007-11-10-83-82,2019,10,7,-11,-10,-83,-82,8,459.4375,15.356103515625023,9.450607,129.50768,78.928474,0.023283882
20191007-11-10-84-83,2019,10,7,-11,-10,-84,-83,8,293.34375,15.213159179687523,9.111643,134.15654,78.66004,0.025271187
20191007-11-10-85-84,2019,10,7,-11,-10,-85,-84,9,503.375,15.160577392578148,8.604538,139.29553,78.09504,0.024802437
20191007-11-10-86-85,2019,10,7,-11,-10,-86,-85,14,113.84375,15.217980957031273,7.8727155,144.33575,75.60895,0.022810249
20191007-11-10-87-86,2019,10,7,-11,-10,-87,-86,22,69.53125,15.029321289062523,7.4888263,148.54283,77.06879,0.025183296
20191007-11-10-88-87,2019,10,7,-11,-10,-88,-87,33,71.9375,15.395959472656273,7.4109635,153.06068,74.90848,0.021540718
20191007-12-11-83-82,2019,10,7,-12,-11,-83,-82,10,575.375,14.593072509765648,9.377573,135.59428,79.43035,0.037195016
20191007-12-11-84-83,2019,10,7,-12,-11,-84,-83,9,648.0625,14.549798583984398,9.248146,138.69672,78.44973,0.03206318
20191007-12-11-85-84,2019,10,7,-12,-11,-85,-84,12,124.84375,14.709771728515648,8.923445,142.71877,75.79957,0.025349312
20191007-12-11-86-85,2019,10,7,-12,-11,-86,-85,23,101.375,14.730004882812523,8.359964,146.50012,74.47785,0.021443062
20191007-13-12-84-83,2019,10,7,-13,-12,-84,-83,18,94.875,13.976342773437523,9.385879,141.87096,77.44535,0.026008492
20191007-13-12-85-84,2019,10,7,-13,-12,-85,-84,7,318.6875,14.117517089843773,9.146849,145.24138,74.92457,0.024904976
20191007-13-12-87-86,2019,10,7,-13,-12,-87,-86,17,131.8125,14.385339355468773,8.184567,153.05367,73.16395,0.025056344
20191007-14-13-85-84,2019,10,7,-14,-13,-85,-84,3,340.9375,13.791284179687523,9.440607,147.67752,73.8127,0.025705757
20191007-14-13-86-85,2019,10,7,-14,-13,-86,-85,4,135.3125,13.952752685546898,9.000584,152.55043,72.60035,0.023127632
20191007-15-14-83-82,2019,10,7,-15,-14,-83,-82,19,182.25,13.367517089843773,9.885966,144.29994,75.25457,0.030183297
20191007-15-14-84-83,2019,10,7,-15,-14,-84,-83,22,65.34375,13.546807861328148,9.429624,146.82585,74.12957,0.029426461
20191007-16-15-84-83,2019,10,7,-16,-15,-84,-83,11,161.875,13.342370605468773,9.33698,151.02,74.49176,0.018791694
20191007-16-15-87-86,2019,10,7,-16,-15,-87,-86,20,103.5,14.101647949218773,9.10486,165.60352,72.91316,0.018410835
20191007-16-15-88-87,2019,10,7,-16,-15,-88,-87,22,98.5,14.337365722656273,9.385271,168.5073,74.16082,0.013650093
20191007-17-16-83-82,2019,10,7,-17,-16,-83,-82,23,27.375,13.004083251953148,9.849056,148.16185,76.0077,0.020837594
20191007-17-16-84-83,2019,10,7,-17,-16,-84,-83,21,35.125,13.383782958984398,9.831372,152.92664,73.88613,0.015202828
20191007-17-16-85-84,2019,10,7,-17,-16,-85,-84,64,25.40625,13.619073486328148,9.597024,158.56015,73.6066,0.009797554
20191007-17-16-86-85,2019,10,7,-17,-16,-86,-85,23,47.875,13.770257568359398,9.345672,164.69087,73.72676,0.0087135695
20191007-17-16-87-86,2019,10,7,-17,-16,-87,-86,35,46.5625,13.924401855468773,9.34148,168.95512,75.79472,0.010344429
20191007-17-16-88-87,2019,10,7,-17,-16,-88,-87,23,40.3125,14.312677001953148,9.4776535,170.70763,75.31598,0.0019752884
20191007-8-7-83-82,2019,10,7,-8,-7,-83,-82,26,52.96875,16.078393554687523,6.8325872,122.51807,85.266754,0.025857124
20191007-9-8-87-86,2019,10,7,-9,-8,-87,-86,22,104.15625,15.942285156250023,7.071213,141.29657,78.49551,0.028147163
20191007-9-8-88-87,2019,10,7,-9,-8,-88,-87,16,139.8125,16.241357421875023,7.1179695,145.26123,77.5091,0.025217475
20191007-9-8-89-88,2019,10,7,-9,-8,-89,-88,5,482.5625,16.551965332031273,6.987818,149.16263,76.62441,0.024353217
20191008-10-9-86-85,2019,10,8,-10,-9,-86,-85,6,714.875,15.406640625000023,6.25073,124.27357,81.093056,0.021299057
20191008-10-9-87-86,2019,10,8,-10,-9,-87,-86,16,256.9375,15.567407226562523,6.1259737,126.019104,80.362434,0.020561753
20191008-10-9-88-87,2019,10,8,-10,-9,-88,-87,13,569.8125,15.891442871093773,6.14012,128.28004,78.198524,0.025464095
20191008-10-9-89-88,2019,10,8,-10,-9,-89,-88,3,1151.4375,16.344934082031273,6.0416975,132.13275,75.48212,0.026626205
20191008-11-10-86-85,2019,10,8,-11,-10,-86,-85,10,430.375,14.919854736328148,6.1541357,124.95291,80.5379,0.015420151
20191008-11-10-87-86,2019,10,8,-11,-10,-87,-86,12,304.84375,15.174371337890648,5.968125,126.69814,78.55993,0.017607652
20191008-11-10-88-87,2019,10,8,-11,-10,-88,-87,3,563.4375,15.376611328125023,5.9457726,128.78522,77.68634,0.021377182
20191008-12-11-86-85,2019,10,8,-12,-11,-86,-85,24,63.5625,14.507806396484398,6.441598,124.06038,78.25321,0.016098863
20191008-12-11-87-86,2019,10,8,-12,-11,-87,-86,36,53.125,14.683374023437523,6.142741,126.76523,76.44259,0.020166244
20191008-13-12-86-85,2019,10,8,-13,-12,-86,-85,9,179.25,14.144311523437523,6.480979,128.3226,75.80821,0.027861558
20191008-14-13-85-84,2019,10,8,-14,-13,-85,-84,5,824.625,13.621087646484398,6.356236,132.35825,75.080086,0.036513902
20191008-14-13-86-85,2019,10,8,-14,-13,-86,-85,16,183.0625,13.729150390625023,6.1814866,135.97217,75.18993,0.03689964
20191008-14-13-94-93,2019,10,8,-14,-13,-94,-93,21,69.5,16.402032470703148,6.5000696,159.142,67.67571,0.041450426
20191008-15-14-85-84,2019,10,8,-15,-14,-85,-84,17,151.9375,13.207269287109398,6.220324,138.5009,75.188995,0.04052757
20191008-15-14-86-85,2019,10,8,-15,-14,-86,-85,29,51.375,13.469598388671898,6.078085,143.82951,74.73337,0.039341047
20191008-15-14-87-86,2019,10,8,-15,-14,-87,-86,8,68.125,13.744287109375023,5.99522,150.52888,73.98212,0.04161644
20191008-16-15-85-84,2019,10,8,-16,-15,-85,-84,20,68.96875,13.228051757812523,6.4295306,142.32529,75.32806,0.042090073
20191008-16-15-86-85,2019,10,8,-16,-15,-86,-85,15,81.125,13.657495117187523,6.4786034,149.05116,72.78977,0.04147972
20191008-16-15-87-86,2019,10,8,-16,-15,-87,-86,13,37.375,13.924829101562523,6.604892,156.57217,72.03884,0.041108627
20191008-16-15-88-87,2019,10,8,-16,-15,-88,-87,6,47.46875,14.025933837890648,6.7392573,162.46265,72.05806,0.037944566
20191008-17-16-84-83,2019,10,8,-17,-16,-84,-83,4,1331.625,13.681451416015648,6.806525,139.23431,75.81665,0.04065941
20191008-17-16-85-84,2019,10,8,-17,-16,-85,-84,8,430.75,14.072839355468773,7.083402,145.77145,73.09149,0.04048851
20191008-17-16-86-85,2019,10,8,-17,-16,-86,-85,10,144.8125,14.247735595703148,7.222425,153.299,70.892586,0.03883812
20191008-17-16-87-86,2019,10,8,-17,-16,-87,-86,35,55.25,14.332574462890648,7.3647246,159.78214,71.41759,0.036015853
20191008-17-16-88-87,2019,10,8,-17,-16,-88,-87,16,106.71875,14.264306640625023,7.2643957,164.17114,74.05775,0.024594955
20191008-17-16-89-88,2019,10,8,-17,-16,-89,-88,24,96.875,14.283349609375023,7.222237,166.22714,75.92884,0.032978743
20191008-17-16-91-90,2019,10,8,-17,-16,-91,-90,9,94.0625,14.829919433593773,7.5014043,165.27744,73.86962,0.019516831
20191008-17-16-92-91,2019,10,8,-17,-16,-92,-91,4,195.4375,15.013452148437523,7.3914075,164.19281,73.67837,0.025483627
20191008-17-16-93-92,2019,10,8,-17,-16,-93,-92,21,51.5625,15.342034912109398,7.411584,163.44603,73.630714,0.018706284
20191008-18-17-84-83,2019,10,8,-18,-17,-84,-83,3,793.8125,14.497735595703148,7.3390803,145.94377,75.775246,0.041699447
20191008-18-17-85-84,2019,10,8,-18,-17,-85,-84,13,176.8125,14.669854736328148,7.596324,152.17184,73.4379,0.04586937
20191008-18-17-86-85,2019,10,8,-18,-17,-86,-85,21,146.5625,14.621942138671898,7.8234076,158.17361,73.48493,0.040840074
20191008-18-17-87-86,2019,10,8,-18,-17,-87,-86,14,99.34375,14.523431396484398,7.752387,161.89847,74.7129,0.027304916
20191008-18-17-88-87,2019,10,8,-18,-17,-88,-87,15,46.1875,14.530297851562523,7.680427,163.60393,76.4979,0.027441636
20191008-18-17-89-88,2019,10,8,-18,-17,-89,-88,15,49.0625,14.700311279296898,7.7795043,164.76201,74.57774,0.02014183
20191008-18-17-90-89,2019,10,8,-18,-17,-90,-89,11,130.375,14.710717773437523,7.6700926,164.69588,73.64118,0.016518783
20191008-18-17-91-90,2019,10,8,-18,-17,-91,-90,18,106.9375,14.805322265625023,7.4163594,165.95612,73.82852,0.015200424
20191008-18-17-92-91,2019,10,8,-18,-17,-92,-91,9,87.625,14.913354492187523,7.0691624,166.43628,73.961334,0.011421127
20191008-18-17-93-92,2019,10,8,-18,-17,-93,-92,21,75.125,15.159143066406273,6.952621,165.40768,74.10649,0.008593979
20191008-18-17-94-93,2019,10,8,-18,-17,-94,-93,6,206.46875,15.675225830078148,7.15223,168.43193,72.60931,0.030117417
20191008-19-18-84-83,2019,10,8,-19,-18,-84,-83,2,3678.5625,15.036950683593773,7.778688,154.41374,77.64618,0.029072495
20191008-19-18-85-84,2019,10,8,-19,-18,-85,-84,17,238.875,15.078973388671898,7.962741,160.3869,76.86728,0.028720932
20191008-19-18-86-85,2019,10,8,-19,-18,-86,-85,13,152.75,15.024835205078148,8.051328,163.3613,76.271965,0.024834214
20191008-19-18-87-86,2019,10,8,-19,-18,-87,-86,9,145.6875,14.972650146484398,7.950427,164.18987,76.01587,0.020556869
20191008-19-18-88-87,2019,10,8,-19,-18,-88,-87,14,79.71875,14.924676513671898,7.89386,164.2785,75.39587,0.019092025
20191008-19-18-89-88,2019,10,8,-19,-18,-89,-88,11,83.9375,14.806237792968773,7.7577806,163.59464,74.84149,0.01594261
20191008-19-18-90-89,2019,10,8,-19,-18,-90,-89,18,66.875,14.649377441406273,7.436681,165.33754,73.97915,0.01771019
20191008-19-18-92-91,2019,10,8,-19,-18,-92,-91,16,88.46875,14.866479492187523,6.3810945,167.61436,75.62587,0.0044094087
20191008-19-18-93-92,2019,10,8,-19,-18,-93,-92,9,186.9375,15.029779052734398,6.278501,166.82947,74.99993,0.010805893
20191008-20-19-84-83,2019,10,8,-20,-19,-84,-83,20,50.65625,15.024530029296898,8.203212,159.09964,81.547745,0.01486351
20191008-20-19-86-85,2019,10,8,-20,-19,-86,-85,3,466.4375,15.339685058593773,8.292273,165.93709,77.92197,0.0044777677
20191008-20-19-87-86,2019,10,8,-20,-19,-87,-86,20,158.71875,15.325402832031273,8.0611515,167.09517,76.531494,0.011064682
20191008-20-19-88-87,2019,10,8,-20,-19,-88,-87,12,168.375,15.136407470703148,7.7267113,166.69276,76.13243,0.016675033
20191008-20-19-89-88,2019,10,8,-20,-19,-89,-88,10,252.9375,14.885400390625023,7.467378,167.28128,74.5429,0.021855697
20191008-20-19-93-92,2019,10,8,-20,-19,-93,-92,10,288.1875,14.988977050781273,5.6830297,170.60109,76.03571,0.00871605
20191008-20-19-95-94,2019,10,8,-20,-19,-95,-94,5,465.375,16.102502441406273,5.788083,89.40529,75.89822,0.0035353852
20191008-6-5-87-86,2019,10,8,-6,-5,-87,-86,9,507.375,17.175012207031273,6.6319184,113.5649,84.71837,0.015605697
20191008-6-5-88-87,2019,10,8,-6,-5,-88,-87,10,142.65625,17.568444824218773,6.6607695,117.2512,81.831184,0.019961167
20191008-7-6-87-86,2019,10,8,-7,-6,-87,-86,24,101.5,16.851251220703148,6.8930554,117.164085,81.017586,0.018393783
20191008-7-6-88-87,2019,10,8,-7,-6,-88,-87,2,415.125,17.110009765625023,6.8079524,119.51288,79.31009,0.020132065
20191008-7-6-89-88,2019,10,8,-7,-6,-89,-88,6,534.3125,17.417413330078148,6.7850785,120.67532,78.53962,0.024668198
20191008-7-6-90-89,2019,10,8,-7,-6,-90,-89,6,464.03125,17.802819824218773,6.9523797,123.3623,78.90665,0.03212425
20191008-7-6-91-90,2019,10,8,-7,-6,-91,-90,34,66.40625,18.221002197265648,6.99129,126.61214,79.11212,0.03203636
20191008-7-6-92-91,2019,10,8,-7,-6,-92,-91,3,378.0625,18.621942138671898,7.1417284,131.12154,79.05571,0.034087144
20191008-8-7-87-86,2019,10,8,-8,-7,-87,-86,8,343.09375,16.382257080078148,6.892227,120.77467,79.67243,0.02248558
20191008-8-7-88-87,2019,10,8,-8,-7,-88,-87,12,196.34375,16.640832519531273,6.9968934,122.04723,79.18415,0.024858627
20191008-8-7-89-88,2019,10,8,-8,-7,-89,-88,8,372.9375,17.027886962890648,6.8869886,124.147026,77.62462,0.030151596
20191008-8-7-90-89,2019,10,8,-8,-7,-90,-89,5,307.5,17.577447509765648,6.8450484,127.09505,76.871185,0.0312014
20191008-8-7-91-90,2019,10,8,-8,-7,-91,-90,3,289.0,18.095697021484398,6.483714,130.00154,74.886185,0.03158226
20191008-8-7-92-91,2019,10,8,-8,-7,-92,-91,6,367.90625,18.257806396484398,6.4597054,135.78033,75.30681,0.03501488
20191008-9-8-86-85,2019,10,8,-9,-8,-86,-85,5,1127.875,15.910699462890648,6.4996853,122.00362,80.50321,0.023286361
20191008-9-8-87-86,2019,10,8,-9,-8,-87,-86,8,747.125,15.947747802734398,6.4643016,123.85214,80.71977,0.024214096
20191008-9-8-88-87,2019,10,8,-9,-8,-88,-87,1,1989.8125,16.261407470703148,6.5648594,125.48273,79.12353,0.029800033
20191008-9-8-89-88,2019,10,8,-9,-8,-89,-88,4,1928.59375,16.687341308593773,6.4529667,128.8678,76.4729,0.033051986
20191008-9-8-90-89,2019,10,8,-9,-8,-90,-89,4,653.875,17.326837158203148,6.4405155,132.59766,75.02915,0.030820541
20191009-10-9-83-82,2019,10,9,-10,-9,-83,-82,31,58.5,14.717919921875023,4.681746,116.38232,84.81515,0.020861054
20191009-10-9-84-83,2019,10,9,-10,-9,-84,-83,15,111.25,14.945733642578148,4.605228,119.69381,83.54171,0.023844453
20191009-10-9-85-84,2019,10,9,-10,-9,-85,-84,18,137.40625,15.294244384765648,4.5632286,125.21419,81.33703,0.03455246
20191009-10-9-86-85,2019,10,9,-10,-9,-86,-85,6,600.0625,15.450494384765648,4.7036705,133.64874,80.8564,0.041432343
20191009-11-10-83-82,2019,10,9,-11,-10,-83,-82,13,70.0625,14.255273437500023,5.468003,115.32782,83.95343,0.022032928
20191009-11-10-84-83,2019,10,9,-11,-10,-84,-83,16,68.3125,14.527917480468773,5.0610423,117.20476,82.81327,0.02880539
20191009-11-10-85-84,2019,10,9,-11,-10,-85,-84,3,492.5,14.721368408203148,4.6827846,125.45724,81.70453,0.039650116
20191009-11-10-86-85,2019,10,9,-11,-10,-86,-85,13,409.6875,14.809167480468773,4.732876,135.12222,81.94608,0.04014816
20191009-12-11-84-83,2019,10,9,-12,-11,-84,-83,12,70.25,13.893792724609398,5.3145967,120.56908,81.48687,0.036886442
20191009-12-11-85-84,2019,10,9,-12,-11,-85,-84,17,109.1875,13.955651855468773,4.939152,127.907646,82.11202,0.040690154
20191009-12-11-86-85,2019,10,9,-12,-11,-86,-85,20,120.1875,14.145989990234398,4.985472,132.7888,82.46187,0.036173552
20191009-13-12-84-83,2019,10,9,-13,-12,-84,-83,39,57.6875,13.090264892578148,5.4226203,127.30601,82.3328,0.033551484
20191009-13-12-85-84,2019,10,9,-13,-12,-85,-84,23,59.9375,13.293389892578148,5.1725764,128.9223,81.69609,0.035568085
20191009-14-13-83-82,2019,10,9,-14,-13,-83,-82,17,265.375,12.286614990234398,6.0459614,133.54552,82.963425,0.02860031
20191009-14-13-84-83,2019,10,9,-14,-13,-84,-83,16,73.375,12.725122070312523,5.6180873,132.02357,81.17687,0.02731613
20191009-15-14-83-82,2019,10,9,-15,-14,-83,-82,40,25.25,12.320886230468773,5.8239837,138.31555,80.765305,0.022994842
20191009-15-14-84-83,2019,10,9,-15,-14,-84,-83,26,20.875,12.729638671875023,5.652732,135.09306,80.239685,0.023619842
20191009-15-14-85-84,2019,10,9,-15,-14,-85,-84,6,290.8125,13.122918701171898,5.346214,133.62328,78.90687,0.030113984
20191009-16-15-83-82,2019,10,9,-16,-15,-83,-82,12,96.0625,12.508630371093773,5.693368,140.03159,81.06562,0.012594452
20191009-16-15-84-83,2019,10,9,-16,-15,-84,-83,13,73.4375,13.010675048828148,5.5727973,138.07144,79.23265,0.024166718
20191009-16-15-85-84,2019,10,9,-16,-15,-85,-84,18,173.59375,13.443566894531273,5.4499507,140.39209,77.87187,0.030079804
20191009-17-16-84-83,2019,10,9,-17,-16,-84,-83,19,156.75,13.448236083984398,5.784649,143.60258,78.00156,0.018629609
20191009-17-16-85-84,2019,10,9,-17,-16,-85,-84,4,190.5,13.985040283203148,5.7853346,148.10466,76.85999,0.022277068
20191009-18-17-83-82,2019,10,9,-18,-17,-83,-82,6,476.71875,13.771447753906273,6.479669,143.22401,77.21531,0.012477265
20191009-18-17-84-83,2019,10,9,-18,-17,-84,-83,16,171.71875,13.903466796875023,6.37543,147.98578,76.5239,0.011788788
20191009-18-17-85-84,2019,10,9,-18,-17,-85,-84,3,729.6875,14.233789062500023,6.338238,151.51945,76.11359,0.013600311
20191009-18-17-96-95,2019,10,9,-18,-17,-96,-95,4,475.71875,15.897149658203148,5.3732924,155.53537,73.04265,0.034576874
20191009-19-18-83-82,2019,10,9,-19,-18,-83,-82,1,7842.875,14.530816650390648,6.675216,147.96448,77.155464,0.015441132
20191009-19-18-84-83,2019,10,9,-19,-18,-84,-83,2,5116.0,14.507836914062523,6.8808856,152.08685,76.111244,0.013380584
20191009-19-18-96-95,2019,10,9,-19,-18,-96,-95,15,121.0625,15.835260009765648,4.8550572,160.88336,72.48875,0.044322968
20191009-19-18-97-96,2019,10,9,-19,-18,-97,-96,37,51.375,16.301904296875023,5.58121,47.19008,72.434525,0.036749724
20191009-20-19-84-83,2019,10,9,-20,-19,-84,-83,13,134.1875,14.800744628906273,6.6445675,158.0355,78.45453,0.017848358
20191009-20-19-95-94,2019,10,9,-20,-19,-95,-94,18,140.71875,15.751519775390648,4.284681,160.60857,73.265305,0.01743332
20191009-6-5-85-84,2019,10,9,-6,-5,-85,-84,1,6362.3125,16.748071289062523,4.9282823,133.3385,86.665146,0.020079803
