name,year,month,day,minlat,maxlat,minlon,maxlon,clouds_num,avg_size,mean_temperature,mean_wind_speed,mean_wind_direction,reletive_humidity,vertical_velocity
20190801-10-9-93-92,2019,8,1,-10,-9,-93,-92,28,134.71875,19.392205810546898,9.54571,143.22469,71.33898,0.017917976
20190801-11-10-93-92,2019,8,1,-11,-10,-93,-92,27,159.9375,18.789849853515648,10.200725,144.37447,73.49976,0.021365242
20190801-11-10-94-93,2019,8,1,-11,-10,-94,-93,28,238.75,19.028527832031273,10.2531185,147.55498,73.29289,0.021179695
20190801-11-10-95-94,2019,8,1,-11,-10,-95,-94,13,375.3125,19.343469238281273,10.229515,150.72949,72.954926,0.018821297
20190801-12-11-92-91,2019,8,1,-12,-11,-92,-91,28,237.78125,17.997827148437523,10.570037,144.30614,75.09867,0.018586922
20190801-12-11-93-92,2019,8,1,-12,-11,-93,-92,1,2554.6875,18.337426757812523,10.57679,147.37471,74.57398,0.01983204
20190801-12-11-94-93,2019,8,1,-12,-11,-94,-93,19,169.0625,18.708062744140648,10.591484,150.7793,74.86508,0.023616219
20190801-12-11-95-94,2019,8,1,-12,-11,-95,-94,20,183.75,19.098992919921898,10.571181,153.44617,74.026955,0.023093758
20190801-13-12-92-91,2019,8,1,-13,-12,-92,-91,14,505.53125,17.623529052734398,11.129586,148.12273,73.76883,0.014690437
20190801-13-12-93-92,2019,8,1,-13,-12,-93,-92,21,253.125,17.962976074218773,11.083296,150.50824,75.26336,0.015291023
20190801-13-12-94-93,2019,8,1,-13,-12,-94,-93,23,208.75,18.417199707031273,10.965254,153.22336,75.61539,0.015505867
20190801-13-12-95-94,2019,8,1,-13,-12,-95,-94,35,155.84375,18.754479980468773,11.072824,155.79535,76.3818,0.013274422
20190801-13-12-96-95,2019,8,1,-13,-12,-96,-95,17,118.9375,19.049310302734398,10.838104,158.15431,75.341644,0.016003914
20190801-14-13-92-91,2019,8,1,-14,-13,-92,-91,18,370.21875,17.536889648437523,11.941454,151.81836,72.32508,0.011218757
20190801-14-13-93-92,2019,8,1,-14,-13,-93,-92,8,461.84375,17.675714111328148,11.659462,153.19997,73.48305,0.009680672
20190801-14-13-94-93,2019,8,1,-14,-13,-94,-93,27,142.875,17.908532714843773,11.532179,153.79681,74.95992,0.011228523
20190801-14-13-95-94,2019,8,1,-14,-13,-95,-94,17,232.3125,18.211724853515648,11.631947,155.29066,75.83164,0.01500782
20190801-14-13-96-95,2019,8,1,-14,-13,-96,-95,19,178.9375,18.513146972656273,11.336033,158.0185,75.746956,0.0062431716
20190801-14-13-97-96,2019,8,1,-14,-13,-97,-96,29,108.1875,18.755792236328148,10.923937,160.6684,75.1718,0.021018563
20190801-15-14-93-92,2019,8,1,-15,-14,-93,-92,11,335.4375,17.584313964843773,12.354663,156.5866,71.113205,0.014978523
20190801-15-14-94-93,2019,8,1,-15,-14,-94,-93,18,279.625,17.507836914062523,11.996306,157.03833,72.62102,0.015652351
20190801-15-14-96-95,2019,8,1,-15,-14,-96,-95,23,224.75,17.918542480468773,11.832512,159.18002,75.66633,0.022356452
20190801-15-14-97-96,2019,8,1,-15,-14,-97,-96,27,146.5,18.180322265625023,11.725638,162.17387,76.56305,0.018108405
20190801-16-15-97-96,2019,8,1,-16,-15,-97,-96,10,575.875,17.852136230468773,11.930689,165.11449,76.34664,0.02306446
20190802-13-12-86-85,2019,8,2,-13,-12,-86,-85,12,278.375,17.124597167968773,11.425116,152.40678,81.62093,-7.076263e-05
20190802-16-15-89-88,2019,8,2,-16,-15,-89,-88,24,191.875,16.604608154296898,13.248462,157.09564,79.24781,0.011926307
20190802-16-15-90-89,2019,8,2,-16,-15,-90,-89,21,298.5,16.804132080078148,13.105871,157.47646,79.62578,0.012878456
20190802-17-16-87-86,2019,8,2,-17,-16,-87,-86,16,118.1875,15.884454345703148,14.034939,156.68817,74.09671,0.02343998
20190802-17-16-89-88,2019,8,2,-17,-16,-89,-88,17,566.21875,16.261804199218773,13.170721,157.7468,78.45984,0.02085697
20190802-17-16-90-89,2019,8,2,-17,-16,-90,-89,22,269.25,16.420007324218773,13.036271,159.88286,79.509995,0.035061073
20190802-17-16-91-90,2019,8,2,-17,-16,-91,-90,28,257.78125,16.713037109375023,13.140355,164.85426,79.090775,0.033781778
20190802-18-17-87-86,2019,8,2,-18,-17,-87,-86,18,70.8125,15.596246337890648,14.026366,158.16742,73.6964,0.026955605
20190802-18-17-88-87,2019,8,2,-18,-17,-88,-87,13,196.8125,15.672875976562523,13.781061,159.79729,75.87234,0.032546423
20190802-18-17-89-88,2019,8,2,-18,-17,-89,-88,18,284.25,15.941491699218773,13.396156,162.13974,75.60234,0.02651615
20190802-18-17-90-89,2019,8,2,-18,-17,-90,-89,22,240.1875,16.127954101562523,13.1573515,165.61505,77.55234,0.03163334
20190802-18-17-91-90,2019,8,2,-18,-17,-91,-90,12,660.8125,16.425775146484398,13.234673,168.96352,77.878586,0.025207557
20190802-19-18-89-88,2019,8,2,-19,-18,-89,-88,9,435.0,15.497186279296898,13.547988,166.43712,76.08078,0.030256385
20190802-19-18-90-89,2019,8,2,-19,-18,-90,-89,13,459.25,15.718438720703148,13.4428835,170.01427,76.38671,0.02420658
20190802-19-18-91-90,2019,8,2,-19,-18,-91,-90,7,1120.3125,15.945397949218773,13.309016,173.73988,76.09062,0.026848182
20190802-20-19-90-89,2019,8,2,-20,-19,-90,-89,7,297.6875,15.203820800781273,13.397972,173.38777,76.628746,0.017985879
20190803-13-12-91-90,2019,8,3,-13,-12,-91,-90,37,115.125,17.854913330078148,9.108377,163.63557,78.9671,0.022608643
20190803-14-13-88-87,2019,8,3,-14,-13,-88,-87,7,1429.3125,16.744134521484398,9.17124,159.98398,78.91929,0.011641846
20190803-14-13-89-88,2019,8,3,-14,-13,-89,-88,3,3533.1875,16.942895507812523,9.4711275,160.903,79.26116,0.019571533
20190803-14-13-90-89,2019,8,3,-14,-13,-90,-89,13,358.0625,17.160302734375023,9.647643,162.61111,79.40319,0.022232667
20190803-14-13-91-90,2019,8,3,-14,-13,-91,-90,33,118.375,17.472039794921898,9.730929,164.82686,79.14163,0.026612548
20190803-14-13-92-91,2019,8,3,-14,-13,-92,-91,27,70.5,17.877496337890648,9.806119,167.18156,78.39882,0.02515747
20190803-15-14-88-87,2019,8,3,-15,-14,-88,-87,3,2467.625,16.245935058593773,9.2157955,160.94102,78.60288,0.018067626
20190803-15-14-89-88,2019,8,3,-15,-14,-89,-88,6,1419.21875,16.524224853515648,9.64276,163.02011,78.8421,0.020997314
20190803-15-14-90-89,2019,8,3,-15,-14,-90,-89,8,795.6875,16.799218750000023,9.835206,165.27829,78.79976,0.023990478
20190803-15-14-91-90,2019,8,3,-15,-14,-91,-90,17,154.1875,17.165307617187523,9.921225,167.6077,78.351006,0.025631104
20190803-15-14-92-91,2019,8,3,-15,-14,-92,-91,24,106.5625,17.558984375000023,9.7352085,168.08966,78.39429,0.015909424
20190803-15-14-93-92,2019,8,3,-15,-14,-93,-92,17,160.0,17.861810302734398,9.226209,164.55826,79.35085,0.010631103
20190803-16-15-88-87,2019,8,3,-16,-15,-88,-87,8,321.65625,15.664453125000023,9.037801,160.10037,78.495224,0.026324462
20190803-16-15-89-88,2019,8,3,-16,-15,-89,-88,2,2136.375,16.128503417968773,9.687944,162.58058,78.90319,0.024361573
20190803-16-15-90-89,2019,8,3,-16,-15,-90,-89,12,506.1875,16.523126220703148,9.8526745,165.21895,78.612724,0.017867431
20190803-16-15-91-90,2019,8,3,-16,-15,-91,-90,39,118.25,16.895227050781273,9.764391,167.70743,77.90897,0.017647706
20190803-16-15-92-91,2019,8,3,-16,-15,-92,-91,20,196.25,17.126397705078148,9.265628,167.36626,78.89351,0.007755127
20190803-17-16-88-87,2019,8,3,-17,-16,-88,-87,1,12144.8125,15.097650146484398,9.009495,159.67422,77.8721,0.025621338
20190803-17-16-89-88,2019,8,3,-17,-16,-89,-88,2,3656.8125,15.771325683593773,9.525149,162.22345,77.67382,0.03265747
20190803-17-16-90-89,2019,8,3,-17,-16,-90,-89,4,141.875,16.173211669921898,9.813587,164.77327,78.68444,0.02104126
20190803-17-16-91-90,2019,8,3,-17,-16,-91,-90,9,311.3125,16.507257080078148,9.420309,167.1881,78.71632,0.015577393
20190803-17-16-94-93,2019,8,3,-17,-16,-94,-93,18,251.09375,17.284143066406273,8.182096,165.27443,81.06554,0.019967042
20190803-18-17-87-86,2019,8,3,-18,-17,-87,-86,1,2044.5625,14.169854736328148,9.079262,156.71748,79.2446,0.021749267
20190803-18-17-88-87,2019,8,3,-18,-17,-88,-87,3,2610.4375,14.757348632812523,9.174869,159.73874,77.34913,0.028297119
20190803-18-17-89-88,2019,8,3,-18,-17,-89,-88,1,12184.25,15.353204345703148,9.574519,163.86676,76.72241,0.033428956
20190803-18-17-90-89,2019,8,3,-18,-17,-90,-89,2,6037.40625,15.812982177734398,9.580052,167.98163,77.2596,0.024146728
20190803-19-18-87-86,2019,8,3,-19,-18,-87,-86,6,1140.96875,13.898675537109398,9.220145,157.27061,78.97116,0.021588136
20190803-19-18-88-87,2019,8,3,-19,-18,-88,-87,1,11030.0625,14.498834228515648,9.344876,160.85072,76.46819,0.029566651
20190803-19-18-89-88,2019,8,3,-19,-18,-89,-88,1,11628.125,14.900384521484398,9.756493,166.48386,76.02397,0.028883057
20190803-19-18-90-89,2019,8,3,-19,-18,-90,-89,21,311.3125,15.333673095703148,9.483904,170.72357,77.47179,0.010333252
20190803-19-18-91-90,2019,8,3,-19,-18,-91,-90,14,344.53125,15.797418212890648,8.817792,170.98889,79.52413,0.012584228
20190803-20-19-88-87,2019,8,3,-20,-19,-88,-87,6,862.15625,14.095941162109398,9.469131,162.29326,76.74835,0.02703247
20190803-20-19-89-88,2019,8,3,-20,-19,-89,-88,13,811.9375,14.571801757812523,9.940041,167.96037,74.29038,0.024210205
20190803-20-19-90-89,2019,8,3,-20,-19,-90,-89,12,493.5625,14.867883300781273,9.485234,171.43776,77.45476,0.005123291
20190803-20-19-91-90,2019,8,3,-20,-19,-91,-90,8,328.28125,15.351708984375023,8.681057,171.86154,80.084915,0.011295166
20190803-20-19-92-91,2019,8,3,-20,-19,-92,-91,1,1146.25,15.795770263671898,8.001208,171.40059,81.07913,0.004000244
20190804-11-10-84-83,2019,8,4,-11,-10,-84,-83,13,83.5,16.039544677734398,3.9884024,132.43256,79.8133,0.010119705
20190804-11-10-85-84,2019,8,4,-11,-10,-85,-84,6,184.625,16.369226074218773,4.003264,138.99942,79.48299,0.018283768
20190804-11-10-86-85,2019,8,4,-11,-10,-86,-85,7,261.5,16.761804199218773,4.350498,146.2028,79.44064,0.019567948
20190804-11-10-87-86,2019,8,4,-11,-10,-87,-86,1,4185.0,17.168450927734398,4.542632,149.88129,79.0358,0.020813065
20190804-11-10-88-87,2019,8,4,-11,-10,-88,-87,6,395.46875,17.404382324218773,4.801846,153.03502,78.61877,0.035412673
20190804-12-11-84-83,2019,8,4,-12,-11,-84,-83,22,42.03125,15.271478271484398,4.7475224,133.33357,78.56533,0.021037674
20190804-12-11-85-84,2019,8,4,-12,-11,-85,-84,7,190.25,15.530786132812523,4.611412,141.29451,79.09783,0.023547439
20190804-12-11-86-85,2019,8,4,-12,-11,-86,-85,5,1141.0,15.985864257812523,4.9870353,149.168,80.65768,0.024431229
20190804-12-11-87-86,2019,8,4,-12,-11,-87,-86,9,1446.25,16.512506103515648,5.0857067,156.4775,80.24377,0.016174393
20190804-12-11-88-87,2019,8,4,-12,-11,-88,-87,8,646.625,16.893518066406273,5.2752285,161.23357,79.65189,0.017009353
20190804-13-12-83-82,2019,8,4,-13,-12,-83,-82,18,101.40625,13.932183837890648,4.949035,126.38406,78.100174,0.032448806
20190804-13-12-84-83,2019,8,4,-13,-12,-84,-83,24,123.84375,14.366326904296898,4.9447083,133.8537,78.223145,0.033679277
20190804-13-12-85-84,2019,8,4,-13,-12,-85,-84,16,162.03125,14.803979492187523,5.141669,141.88332,79.591736,0.02863533
20190804-13-12-86-85,2019,8,4,-13,-12,-86,-85,18,312.1875,15.397821044921898,5.487262,148.40558,80.90768,0.020134354
20190804-13-12-87-86,2019,8,4,-13,-12,-87,-86,4,1223.1875,15.926263427734398,5.6196327,152.76915,80.95361,0.011774979
20190804-13-12-88-87,2019,8,4,-13,-12,-88,-87,24,241.75,16.344598388671898,5.664279,154.44357,80.619865,0.014831619
20190804-14-13-83-82,2019,8,4,-14,-13,-83,-82,4,1189.65625,13.255548095703148,4.618581,127.243546,77.364235,0.04387947
20190804-14-13-84-83,2019,8,4,-14,-13,-84,-83,12,693.6875,13.964532470703148,4.9266787,135.93942,78.124084,0.040861893
20190804-14-13-85-84,2019,8,4,-14,-13,-85,-84,5,1054.0,14.424462890625023,5.292317,142.41946,79.39299,0.034206618
20190804-14-13-86-85,2019,8,4,-14,-13,-86,-85,10,419.40625,14.818902587890648,5.499512,146.48944,79.390335,0.032502517
20190804-14-13-87-86,2019,8,4,-14,-13,-87,-86,19,437.0625,15.276879882812523,5.69933,148.7673,79.64642,0.027727127
20190804-14-13-88-87,2019,8,4,-14,-13,-88,-87,27,178.625,15.735223388671898,5.8135543,149.31549,79.70908,0.02632576
20190804-15-14-83-82,2019,8,4,-15,-14,-83,-82,2,5967.375,12.904779052734398,4.2769566,132.22945,77.96299,0.04653084
20190804-15-14-84-83,2019,8,4,-15,-14,-84,-83,6,1836.8125,13.615472412109398,4.7447085,140.03636,77.19799,0.046511307
20190804-15-14-85-84,2019,8,4,-15,-14,-85,-84,2,5895.65625,14.068353271484398,5.3132606,146.27168,78.28721,0.040905837
20190804-15-14-86-85,2019,8,4,-15,-14,-86,-85,1,12203.6875,14.465325927734398,5.6808314,149.22084,78.94565,0.03042244
20190804-15-14-87-86,2019,8,4,-15,-14,-87,-86,1,4800.25,14.843835449218773,5.7622404,148.74861,78.82205,0.025940018
20190804-15-14-88-87,2019,8,4,-15,-14,-88,-87,12,469.21875,15.228295898437523,5.8715167,146.97101,79.08158,0.029792557
20190804-16-15-83-82,2019,8,4,-16,-15,-83,-82,1,5760.625,12.683679199218773,4.4218802,140.52682,79.15486,0.04135994
20190804-16-15-84-83,2019,8,4,-16,-15,-84,-83,4,2207.125,13.172509765625023,4.890834,146.30269,78.36486,0.0409449
20190804-16-15-85-84,2019,8,4,-16,-15,-85,-84,6,1355.90625,13.575006103515648,5.4715056,148.82436,78.10205,0.03868904
20190804-16-15-86-85,2019,8,4,-16,-15,-86,-85,2,6098.46875,13.948205566406273,5.84977,148.3309,78.33705,0.033518143
20190804-16-15-87-86,2019,8,4,-16,-15,-87,-86,1,11036.3125,14.357965087890648,5.9386024,145.50217,78.33689,0.028527908
20190804-16-15-88-87,2019,8,4,-16,-15,-88,-87,2,4112.5,14.852502441406273,6.084097,141.79489,78.17502,0.029514236
20190804-17-16-83-82,2019,8,4,-17,-16,-83,-82,7,257.0,13.049310302734398,5.461334,142.61932,78.560646,0.034040604
20190804-17-16-84-83,2019,8,4,-17,-16,-84,-83,11,278.125,13.411157226562523,5.8304334,146.55733,77.51987,0.03009529
20190804-17-16-85-84,2019,8,4,-17,-16,-85,-84,1,8940.9375,13.548913574218773,6.055365,148.15723,78.28127,0.030690994
20190804-17-16-86-85,2019,8,4,-17,-16,-86,-85,1,11965.875,13.660302734375023,6.1400733,147.55582,78.8233,0.034943923
20190804-17-16-87-86,2019,8,4,-17,-16,-87,-86,1,12071.9375,13.984155273437523,6.0603614,144.21904,77.72878,0.032649003
20190804-17-16-88-87,2019,8,4,-17,-16,-88,-87,0,12210.25,14.376641845703148,6.1304836,139.55193,77.541756,0.03632576
20190804-18-17-83-82,2019,8,4,-18,-17,-83,-82,4,80.75,13.556573486328148,5.90452,142.14838,78.26893,0.039929274
20190804-18-17-84-83,2019,8,4,-18,-17,-84,-83,14,122.21875,13.906793212890648,6.2494655,145.83344,75.96955,0.035920486
20190804-18-17-85-84,2019,8,4,-18,-17,-85,-84,2,863.53125,13.953759765625023,6.4353595,148.48207,76.12689,0.035852127
20190804-18-17-86-85,2019,8,4,-18,-17,-86,-85,2,988.59375,13.988763427734398,6.35178,150.08008,76.95017,0.033103105
20190804-18-17-87-86,2019,8,4,-18,-17,-87,-86,1,11308.75,14.135766601562523,6.0390315,147.31143,76.55658,0.03122322
20190804-18-17-88-87,2019,8,4,-18,-17,-88,-87,1,11940.75,14.304467773437523,6.224693,141.95016,76.96096,0.039685134
20190804-19-18-83-82,2019,8,4,-19,-18,-83,-82,3,123.0,13.992333984375023,5.78404,143.59818,78.943146,0.035085525
20190804-19-18-84-83,2019,8,4,-19,-18,-84,-83,36,26.40625,14.089929199218773,5.984342,147.07811,78.54283,0.0317408
20190804-19-18-85-84,2019,8,4,-19,-18,-85,-84,27,62.375,14.216638183593773,6.3112154,150.28847,76.88127,0.03356697
20190804-19-18-86-85,2019,8,4,-19,-18,-86,-85,24,173.46875,14.363580322265648,6.3319077,152.30606,75.029236,0.025832595
20190804-19-18-87-86,2019,8,4,-19,-18,-87,-86,20,331.71875,14.452264404296898,5.8736854,148.76355,74.610176,0.02412361
20190804-20-19-83-82,2019,8,4,-20,-19,-83,-82,1,1761.0625,14.236871337890648,5.680744,144.32634,81.644554,0.021374589
20190804-20-19-84-83,2019,8,4,-20,-19,-84,-83,71,45.6875,14.238671875000023,5.7543797,147.52571,81.430954,0.02304451
20190804-20-19-85-84,2019,8,4,-20,-19,-85,-84,45,84.0625,14.388970947265648,5.991442,150.63515,79.387985,0.025061112
20190804-20-19-86-85,2019,8,4,-20,-19,-86,-85,22,123.6875,14.475000000000023,5.888666,151.2223,76.46174,0.016589431
20190804-20-19-87-86,2019,8,4,-20,-19,-87,-86,22,206.9375,14.533990478515648,5.4750085,147.30898,74.41877,0.021565018
20190804-6-5-87-86,2019,8,4,-6,-5,-87,-86,27,78.875,18.774926757812523,5.9571104,129.7005,86.98018,0.013107986
20190804-8-7-84-83,2019,8,4,-8,-7,-84,-83,52,7.0625,16.913110351562523,5.375332,129.51907,87.30205,0.011916581
20190804-9-8-84-83,2019,8,4,-9,-8,-84,-83,43,14.3125,16.627587890625023,4.562414,131.4848,84.31752,0.020993728
20190805-10-9-87-86,2019,8,5,-10,-9,-87,-86,3,2103.0,16.672296142578148,6.1456966,122.80781,80.534386,0.01658947
20190805-10-9-88-87,2019,8,5,-10,-9,-88,-87,6,1398.875,17.107751464843773,6.554406,122.91027,80.725945,0.015417594
20190805-10-9-89-88,2019,8,5,-10,-9,-89,-88,5,513.9375,17.659387207031273,7.044026,125.21983,80.81579,0.016911736
20190805-10-9-90-89,2019,8,5,-10,-9,-90,-89,2,450.53125,18.310876464843773,7.4239354,128.01474,80.080635,0.018191032
20190805-10-9-91-90,2019,8,5,-10,-9,-91,-90,1,1678.625,18.758294677734398,7.6301274,130.7913,79.30001,0.015310173
20190805-10-9-92-91,2019,8,5,-10,-9,-92,-91,3,537.75,19.012750244140648,7.8056297,133.19351,79.03689,0.016775018
20190805-11-10-86-85,2019,8,5,-11,-10,-86,-85,5,1331.375,15.303918457031273,5.3953567,119.91727,78.80704,0.0077711106
20190805-11-10-87-86,2019,8,5,-11,-10,-87,-86,5,1599.25,15.844079589843773,5.8094854,120.05032,77.68063,0.011052361
20190805-11-10-88-87,2019,8,5,-11,-10,-88,-87,3,4699.75,16.446282958984398,6.6718736,123.26164,78.24516,0.022585563
20190805-11-10-89-88,2019,8,5,-11,-10,-89,-88,15,443.3125,17.171655273437523,7.281594,127.6228,79.12829,0.016784782
20190805-11-10-90-89,2019,8,5,-11,-10,-90,-89,16,467.875,17.605737304687523,7.5142493,129.97508,79.12923,0.020847283
20190805-11-10-91-90,2019,8,5,-11,-10,-91,-90,13,522.25,17.980340576171898,7.5951314,132.35043,78.303604,0.026130486
20190805-11-10-92-91,2019,8,5,-11,-10,-92,-91,18,405.0,18.225701904296898,7.9042373,133.8466,78.49892,0.031023063
20190805-11-10-93-92,2019,8,5,-11,-10,-93,-92,11,510.5,18.424523925781273,8.235237,134.13568,78.7536,0.032107048
20190805-12-11-86-85,2019,8,5,-12,-11,-86,-85,2,1395.3125,14.884698486328148,5.9001546,120.02378,76.69423,0.005105095
20190805-12-11-87-86,2019,8,5,-12,-11,-87,-86,12,411.4375,15.301263427734398,6.272864,120.78556,77.0972,0.012273064
20190805-12-11-88-87,2019,8,5,-12,-11,-88,-87,1,10887.6875,15.867486572265648,6.9939985,127.122925,78.55876,0.029792596
20190805-12-11-89-88,2019,8,5,-12,-11,-89,-88,3,2915.1875,16.517999267578148,7.5158234,131.12634,79.247826,0.018991813
20190805-12-11-90-89,2019,8,5,-12,-11,-90,-89,25,301.6875,16.926721191406273,7.7197423,131.7856,78.9036,0.02447033
20190805-12-11-91-90,2019,8,5,-12,-11,-91,-90,32,165.625,17.339624023437523,8.002599,133.40112,78.66392,0.016511345
20190805-12-11-92-91,2019,8,5,-12,-11,-92,-91,11,295.0625,17.640466308593773,7.9622564,132.72762,78.01157,0.019675408
20190805-12-11-93-92,2019,8,5,-12,-11,-93,-92,30,325.4375,17.898583984375023,8.200849,134.96341,78.1869,0.03203869
20190805-12-11-94-93,2019,8,5,-12,-11,-94,-93,9,468.5625,18.339440917968773,8.576304,138.1225,77.61423,0.022868767
20190805-12-11-95-94,2019,8,5,-12,-11,-95,-94,11,478.25,18.812280273437523,9.162215,139.21655,76.997826,0.02431408
20190805-12-11-96-95,2019,8,5,-12,-11,-96,-95,9,397.4375,19.020928955078148,9.635596,140.90192,77.17048,0.027566032
20190805-12-11-97-96,2019,8,5,-12,-11,-97,-96,32,75.8125,19.179132080078148,9.860037,143.41731,76.19454,0.033230096
20190805-13-12-85-84,2019,8,5,-13,-12,-85,-84,2,5516.0,14.242120361328148,6.3856134,121.71722,76.47157,0.010124627
20190805-13-12-86-85,2019,8,5,-13,-12,-86,-85,2,5903.78125,14.635766601562523,6.7044277,122.6142,77.5597,0.0051148604
20190805-13-12-87-86,2019,8,5,-13,-12,-87,-86,1,8453.625,15.153192138671898,6.9599156,124.84287,76.92923,0.01433361
20190805-13-12-88-87,2019,8,5,-13,-12,-88,-87,8,1161.59375,15.640618896484398,7.4071174,130.95357,77.47861,0.019607048
20190805-13-12-89-88,2019,8,5,-13,-12,-89,-88,2,1675.9375,16.190393066406273,7.7822237,133.36267,77.578606,0.01455822
20190805-13-12-90-89,2019,8,5,-13,-12,-90,-89,27,231.25,16.613977050781273,8.047859,133.57442,77.446106,0.017351188
20190805-13-12-91-90,2019,8,5,-13,-12,-91,-90,10,248.375,16.894067382812523,8.342542,132.05693,78.111725,0.019607048
20190805-13-12-92-91,2019,8,5,-13,-12,-92,-91,10,458.03125,17.211328125000023,8.56506,131.64594,77.88313,0.021325799
20190805-13-12-93-92,2019,8,5,-13,-12,-93,-92,23,430.375,17.631158447265648,8.791978,133.19548,77.6586,0.020681268
20190805-13-12-94-93,2019,8,5,-13,-12,-94,-93,10,898.96875,18.037255859375023,9.076521,134.40157,76.58517,0.019167595
20190805-13-12-95-94,2019,8,5,-13,-12,-95,-94,12,486.4375,18.223992919921898,9.286833,136.45161,75.80751,0.031296503
20190805-14-13-87-86,2019,8,5,-14,-13,-87,-86,4,2828.09375,14.863916015625023,7.5272613,127.998314,76.80862,0.015525017
20190805-14-13-88-87,2019,8,5,-14,-13,-88,-87,7,1418.3125,15.410150146484398,8.013557,132.39372,77.3297,0.01846447
20190805-14-13-89-88,2019,8,5,-14,-13,-89,-88,6,906.59375,15.921258544921898,8.389496,133.67197,77.67282,0.014929313
20190805-14-13-90-89,2019,8,5,-14,-13,-90,-89,9,369.0,16.367425537109398,8.673214,133.6308,77.34626,0.013650017
20190805-14-13-91-90,2019,8,5,-14,-13,-91,-90,23,278.875,16.586083984375023,8.876505,132.57568,77.26235,0.0162965
20190805-14-13-92-91,2019,8,5,-14,-13,-92,-91,4,866.75,16.845635986328148,9.190302,132.21297,77.69766,0.01902111
20190805-14-13-93-92,2019,8,5,-14,-13,-93,-92,17,555.5,17.299371337890648,9.357085,132.25407,76.95157,0.014177361
20190805-14-13-94-93,2019,8,5,-14,-13,-94,-93,23,249.1875,17.506707763671898,9.508657,133.81398,76.927826,0.02283947
20190805-14-13-95-94,2019,8,5,-14,-13,-95,-94,16,129.625,17.712274169921898,9.546833,136.47632,75.30657,0.019265251
20190805-15-14-87-86,2019,8,5,-15,-14,-87,-86,3,1384.5,14.549829101562523,8.144807,130.86223,76.96454,0.017634392
20190805-15-14-88-87,2019,8,5,-15,-14,-88,-87,4,975.65625,15.045404052734398,8.404091,133.93268,76.92345,0.014587517
20190805-15-14-89-88,2019,8,5,-15,-14,-89,-88,5,416.1875,15.575952148437523,8.721582,134.09079,77.24673,0.0136793135
20190805-15-14-90-89,2019,8,5,-15,-14,-90,-89,16,212.875,16.019830322265648,9.194733,133.869,77.186104,0.013923454
20190805-15-14-91-90,2019,8,5,-15,-14,-91,-90,5,2578.6875,16.259759521484398,9.404605,133.81908,76.46032,0.015007439
20190805-15-14-92-91,2019,8,5,-15,-14,-92,-91,18,414.84375,16.435235595703148,9.589329,133.08115,77.18329,0.017946891
20190805-15-14-93-92,2019,8,5,-15,-14,-93,-92,26,266.28125,16.771264648437523,9.843362,133.3071,77.4397,0.014987907
20190805-15-14-94-93,2019,8,5,-15,-14,-94,-93,31,201.4375,17.015069580078148,9.799084,134.90245,77.07329,0.013484001
20190805-15-14-95-94,2019,8,5,-15,-14,-95,-94,32,156.6875,17.228509521484398,9.863071,135.33614,76.75032,0.0061304853
20190805-16-15-90-89,2019,8,5,-16,-15,-90,-89,27,94.25,15.724298095703148,9.579944,134.02438,76.308136,0.019616814
20190805-16-15-91-90,2019,8,5,-16,-15,-91,-90,25,281.25,15.883447265625023,9.883661,134.68835,76.08329,0.017468376
20190805-16-15-92-91,2019,8,5,-16,-15,-92,-91,11,393.8125,16.041162109375023,10.0523815,134.82838,76.72126,0.014519158
20190805-16-15-94-93,2019,8,5,-16,-15,-94,-93,35,158.375,16.749780273437523,10.047981,135.12004,76.878914,0.0022828293
20190805-16-15-95-94,2019,8,5,-16,-15,-95,-94,36,121.875,16.903344726562523,10.054353,134.07939,76.56361,0.0046949387
20190805-16-15-97-96,2019,8,5,-16,-15,-97,-96,15,225.75,17.507745361328148,10.667178,137.82587,72.71954,-0.009855842
20190805-17-16-91-90,2019,8,5,-17,-16,-91,-90,30,72.0,15.545922851562523,10.091598,135.67601,76.206726,0.026159782
20190805-17-16-92-91,2019,8,5,-17,-16,-92,-91,14,322.125,15.755151367187523,10.370388,136.52179,76.60361,0.01658947
20190805-17-16-93-92,2019,8,5,-17,-16,-93,-92,23,227.125,16.122186279296898,10.489605,135.13315,75.99345,0.005564079
20190805-17-16-95-94,2019,8,5,-17,-16,-95,-94,32,199.9375,16.753442382812523,10.532566,134.45555,74.9736,-0.0015648269
20190805-17-16-96-95,2019,8,5,-17,-16,-96,-95,24,190.46875,16.909143066406273,10.581781,135.44127,74.66782,-0.008576546
20190805-17-16-97-96,2019,8,5,-17,-16,-97,-96,24,198.21875,17.115716552734398,10.784088,136.8572,69.514854,0.0066773607
20190805-18-17-93-92,2019,8,5,-18,-17,-93,-92,14,383.84375,15.816339111328148,10.785104,134.54033,76.3561,0.008806267
20190805-18-17-95-94,2019,8,5,-18,-17,-95,-94,2,912.40625,16.518518066406273,10.903645,135.01956,74.15673,0.0013941574
20190805-18-17-96-95,2019,8,5,-18,-17,-96,-95,1,1665.6875,16.651330566406273,10.882257,135.83766,71.594696,-0.0013890457
20190805-18-17-97-96,2019,8,5,-18,-17,-97,-96,14,372.6875,16.954064941406273,10.740381,138.90186,66.90751,0.006862907
20190805-19-18-93-92,2019,8,5,-19,-18,-93,-92,2,522.875,15.756402587890648,11.226104,134.78163,74.51751,0.016237907
